machine_10,machine_1018,machine_1087,machine_1090,machine_1108,machine_114,machine_1210,machine_1258,machine_13,machine_1334,machine_1338,machine_1352,machine_1388,machine_1404,machine_1433,machine_1437,machine_1442,machine_1448,machine_1456,machine_1490,machine_1494,machine_1530,machine_1554,machine_160,machine_1603,machine_1607,machine_1632,machine_1652,machine_1659,machine_1667,machine_17,machine_1712,machine_1744,machine_1809,machine_1820,machine_1824,machine_1850,machine_1871,machine_19,machine_1914,machine_1916,machine_1937,machine_1983,machine_2058,machine_2072,machine_2135,machine_2143,machine_2154,machine_2195,machine_2215,machine_2240,machine_2246,machine_225,machine_2330,machine_2375,machine_2385,machine_2468,machine_2492,machine_25,machine_2517,machine_2572,machine_259,machine_2723,machine_2728,machine_2754,machine_2762,machine_2764,machine_2768,machine_2776,machine_2784,machine_2787,machine_2792,machine_2803,machine_2811,machine_2872,machine_2878,machine_2940,machine_2965,machine_3,machine_3005,machine_3118,machine_3258,machine_328,machine_3317,machine_3321,machine_3337,machine_3345,machine_339,machine_3403,machine_3420,machine_343,machine_3435,machine_3457,machine_3469,machine_3537,machine_3572,machine_3584,machine_3637,machine_3774,machine_3781,machine_3782,machine_3837,machine_3838,machine_3849,machine_3854,machine_39,machine_3923,machine_3968,machine_3969,machine_397,machine_40,machine_4034,machine_4037,machine_4080,machine_417,machine_4216,machine_422,machine_4295,machine_4299,machine_4353,machine_438,machine_4386,machine_44,machine_4413,machine_4456,machine_447,machine_4517,machine_4524,machine_4573,machine_4596,machine_4610,machine_4632,machine_4655,machine_4682,machine_47,machine_471,machine_4741,machine_4777,machine_4781,machine_482,machine_4828,machine_4842,machine_485,machine_4859,machine_4865,machine_4877,machine_49,machine_490,machine_4907,machine_4910,machine_4911,machine_4933,machine_5073,machine_516,machine_52,machine_5215,machine_5261,machine_53,machine_5302,machine_5312,machine_5323,machine_5329,machine_5339,machine_5343,machine_5382,machine_5398,machine_5399,machine_5408,machine_547,machine_5521,machine_5544,machine_5601,machine_5633,machine_5634,machine_566,machine_5678,machine_5749,machine_5752,machine_5760,machine_5790,machine_5795,machine_5799,machine_5818,machine_5870,machine_5933,machine_5973,machine_6,machine_615,machine_62,machine_638,machine_664,machine_668,machine_799,machine_815,machine_830,machine_839,machine_878,machine_900,machine_922,machine_947,machine_951
17.048000000000002,14.148,12.927999999999997,15.005000000000003,23.972,16.901,30.937,16.85,16.393,23.576999999999998,16.214,16.705,15.875,17.967,15.084,20.343,23.847,17.471,23.474,12.198999999999998,19.669,17.564,14.107,14.488,21.34,20.557000000000002,21.958,19.536,15.883000000000003,17.163,10.965,19.168,19.086999999999996,19.589,18.224,12.492,16.292,21.448,17.6,20.759,20.258000000000003,18.716,23.310000000000002,20.833,14.501000000000001,19.334,19.224999999999998,16.287,18.656,14.459,22.616,17.615000000000002,16.031,15.850999999999999,6.953000000000003,13.847000000000001,14.457,19.093,11.026000000000003,23.516000000000002,20.916,26.035,13.66,19.328,28.94,14.663999999999998,21.0,12.236999999999998,16.195,8.459,20.162,15.05,14.629999999999999,12.146999999999998,17.333,22.776,21.427,17.519,20.427,69.284,75.825,74.004,14.114000000000004,74.61,68.176,74.31,79.274,18.811999999999998,75.032,69.74,18.752000000000002,69.334,69.343,73.849,58.893,76.477,68.504,64.07,66.94200000000001,78.961,67.98400000000001,62.224000000000004,72.686,67.405,69.587,31.218,63.586999999999996,64.118,62.102999999999994,17.028000000000002,31.218,76.358,72.515,63.763000000000005,21.428,76.45,15.614,66.572,72.552,75.061,16.294,71.594,31.218,69.094,76.029,16.761000000000003,53.888000000000005,72.324,63.824,67.547,68.379,74.773,69.511,68.44200000000001,31.218,16.091,69.369,71.962,74.603,16.85,72.285,65.799,16.483,59.407999999999994,68.76599999999999,67.64099999999999,31.218,14.884999999999998,66.78,64.368,65.304,74.425,68.794,14.279,31.218,64.173,77.393,31.218,72.729,64.794,77.9,78.247,68.642,68.587,74.111,70.858,71.68100000000001,68.173,3.774000000000001,72.493,74.221,79.673,73.324,67.362,19.416,79.831,79.36,77.595,65.569,64.936,68.23,75.889,68.101,78.987,75.696,75.455,19.105,17.084,20.615000000000002,18.948999999999998,8.367,15.061,24.199,16.777,16.623,16.881999999999998,17.897,16.250999999999998,13.236,22.355,10.411999999999999
17.295,17.076999999999998,14.549999999999997,15.407,24.913,17.506,30.875,16.951,16.002000000000002,25.262999999999998,16.878,17.576999999999998,17.617,18.506,15.187999999999999,19.59,24.887,17.115000000000002,24.279,13.375,21.325,17.259,13.504999999999999,15.826999999999998,20.034,23.466,19.707,20.594,16.391,15.243000000000002,14.998000000000001,19.229999999999997,18.499000000000002,20.109,15.105999999999998,12.507000000000001,18.277,22.747,17.435000000000002,19.824,22.959,18.357,26.071,18.795,12.258000000000003,19.178,20.351,16.372999999999998,18.311,12.720000000000002,22.585,17.923000000000002,13.792000000000002,18.824,9.536999999999999,14.649000000000001,15.389,18.332,16.843000000000004,20.524,21.014,26.373,16.012,19.312,28.919,14.710999999999999,21.015,13.96,14.835999999999999,11.623000000000001,23.705,17.157,13.514,9.477,17.669,22.237000000000002,21.25,20.41,15.747,68.949,76.61,74.161,16.18,73.59299999999999,68.50399999999999,77.188,79.063,20.454,71.526,68.877,19.179000000000002,71.60300000000001,68.82900000000001,73.646,56.514,76.367,71.089,65.481,68.251,76.43299999999999,71.703,66.144,73.929,70.344,68.53,31.343,65.94800000000001,62.0,62.047,16.508000000000003,31.343,75.90299999999999,74.252,62.001999999999995,22.334,76.199,16.486,69.702,71.523,74.307,16.915,69.304,31.343,70.51,74.448,12.157,56.803,68.252,63.129,65.303,74.68299999999999,78.685,55.102999999999994,66.236,31.343,15.295000000000002,71.076,75.69800000000001,75.43599999999999,18.866999999999997,74.753,62.833,19.243000000000002,60.233999999999995,71.78999999999999,69.441,31.343,14.910999999999998,70.18299999999999,64.80799999999999,64.3,72.618,69.056,14.823,31.343,70.527,77.144,31.343,70.074,66.473,75.754,77.653,66.185,70.849,75.925,70.114,72.077,69.21000000000001,22.091,71.77,74.2,79.832,73.90299999999999,65.846,20.236,81.05,80.685,78.628,68.913,63.153999999999996,71.16,78.524,67.347,80.634,79.251,80.777,19.499000000000002,18.341,19.477,19.061,8.034999999999997,15.377000000000002,24.111,16.381999999999998,18.835,16.592,17.032,13.096,14.074000000000002,21.355999999999998,7.024000000000001
17.476999999999997,18.59,15.704999999999998,17.152,25.308,17.633000000000003,30.069,16.192999999999998,15.68,26.738,17.508,14.911999999999999,18.793,19.200000000000003,14.109000000000002,21.255000000000003,25.98,17.937,22.835,13.652999999999999,19.75,14.121000000000002,17.442,18.513,16.006999999999998,23.310000000000002,17.841,21.747999999999998,15.735,16.465,18.252000000000002,17.46,17.357,21.3,14.999000000000002,16.125999999999998,18.459,22.378,17.476,21.415,21.96,18.183999999999997,25.721,19.468,15.262,19.838,20.781000000000002,17.393,17.993000000000002,12.335,22.778,17.923000000000002,15.447,17.455,10.275000000000002,12.865000000000002,14.446000000000002,14.524000000000001,20.311,22.723,22.381999999999998,26.442,13.251999999999999,20.772000000000002,28.757,14.560000000000002,21.187,15.155000000000001,19.343,13.524999999999999,24.459,13.946000000000002,16.971,5.170000000000002,16.619,23.32,21.262999999999998,20.429000000000002,18.908,70.112,75.977,75.583,15.120000000000001,74.373,70.299,77.153,79.117,18.836,74.096,70.43599999999999,19.07,75.18,73.149,75.04599999999999,62.620000000000005,76.393,68.243,65.764,70.217,57.520999999999994,71.976,61.568,73.137,69.916,70.697,31.42,67.82900000000001,63.878,61.609,16.685000000000002,31.42,77.626,74.485,68.602,22.704,77.503,17.27,69.11,71.398,74.597,17.500999999999998,70.761,31.42,69.446,75.188,14.872999999999998,54.38,67.05,66.342,67.153,75.06,77.932,70.568,71.538,31.42,17.756,71.90299999999999,73.984,76.23599999999999,14.577000000000002,75.405,66.752,19.487000000000002,57.495,74.249,68.008,31.42,13.487999999999996,70.21000000000001,65.00699999999999,70.495,75.565,67.381,18.248,31.42,72.186,73.771,31.42,71.975,66.428,76.702,78.486,68.002,70.195,77.679,71.561,74.271,65.473,21.743,72.88,74.913,80.195,73.98400000000001,72.03399999999999,20.585,82.92099999999999,80.627,73.748,69.129,67.035,70.021,78.52,67.967,79.428,79.054,81.15,19.899,16.735,16.756,20.496000000000002,8.009999999999998,18.505000000000003,24.663,16.402,17.722,16.555999999999997,17.864,16.173000000000002,13.044,22.069,13.957999999999998
17.303,17.933,16.408,13.505000000000003,24.207,17.126,29.84,17.426000000000002,15.767,25.172,18.566,19.302999999999997,19.153,19.386000000000003,16.363999999999997,21.16,25.769,14.671,24.285,13.433999999999997,19.756,19.276,16.674,14.296,21.851,23.354,22.734,21.349999999999998,16.549,16.173000000000002,19.308,20.698,18.998,21.445,19.962,16.488,18.819000000000003,22.695,17.487000000000002,21.447,23.128999999999998,18.333,26.187,19.105,14.995999999999999,19.208,20.276,17.252,18.365000000000002,13.108999999999998,23.273,17.581,16.802,19.534,10.613999999999997,13.607,16.225,19.866,22.045,22.826,21.848,26.593,18.085,20.434,28.834,14.654999999999998,21.226,14.18,19.262999999999998,14.675,24.89,15.25,17.14,12.514,22.496,22.799,21.656,18.226,18.406,71.10300000000001,77.514,76.299,15.883,74.988,72.814,75.12299999999999,79.236,20.587,73.214,65.846,19.046,75.61500000000001,72.84,77.458,62.94199999999999,76.881,68.757,70.018,72.232,57.151999999999994,71.386,70.178,72.542,68.361,72.81,31.445,69.82,63.092999999999996,66.06700000000001,19.566,31.445,76.956,69.391,66.649,19.634,76.516,15.521999999999998,69.32900000000001,73.756,76.405,16.162999999999997,70.077,31.445,71.025,78.586,16.410000000000004,61.381,72.856,66.689,67.59100000000001,75.41499999999999,78.486,71.356,74.139,31.445,15.204,72.242,76.297,75.607,20.233999999999998,76.502,65.48,19.209,58.852000000000004,75.877,66.888,31.445,13.373000000000001,68.681,62.016,70.36099999999999,75.743,70.0,13.599,31.445,68.018,80.07300000000001,31.445,71.772,65.66,77.019,75.893,68.176,72.864,78.743,67.078,74.87,71.239,21.708,71.769,75.82900000000001,76.708,74.646,66.402,19.591,80.243,80.508,77.02,69.83,67.13799999999999,66.67399999999999,78.923,70.011,79.547,80.161,81.556,20.052,19.472,16.085,19.876,9.431999999999999,18.380000000000003,25.131,18.097,16.933,16.542,17.133,15.785,16.212,22.270000000000003,9.543
15.922999999999998,20.643,18.544,17.728,26.938,19.558999999999997,30.599,18.14,16.141,24.678,17.799999999999997,19.233,18.762,15.547000000000004,16.726999999999997,20.679000000000002,25.348,19.767,24.182,14.607999999999997,21.025,21.795,18.616,20.084,24.585,24.101,26.569,21.258,17.433,15.229,19.558,19.595,17.167,22.125,20.462000000000003,15.024999999999999,19.086000000000002,24.178,17.595,20.59,22.534,18.218000000000004,22.243,19.249,15.695,20.729999999999997,21.182000000000002,14.282999999999998,19.125999999999998,13.495000000000001,21.259,18.291,18.262,19.801000000000002,8.791,14.237000000000002,17.953,22.587,22.165,19.003999999999998,22.595,26.5,21.669,18.148,28.978,16.945,22.402,12.289000000000001,17.061999999999998,11.923000000000002,22.391,14.558,15.632000000000001,14.314,18.834,21.333,22.496000000000002,22.722,17.737000000000002,74.02,77.696,73.781,17.518,75.553,69.51,76.322,80.957,20.419,73.69,69.44800000000001,20.694000000000003,74.901,72.809,76.266,60.744,74.611,67.998,69.941,70.701,56.436,71.974,67.03999999999999,73.232,72.156,72.14099999999999,31.379,69.642,62.211,63.648,16.967,31.379,75.3,71.32900000000001,65.16199999999999,20.799,76.999,17.807000000000002,70.998,73.14500000000001,75.557,17.958,71.848,31.379,68.357,74.803,17.032000000000004,63.527,74.82300000000001,67.957,68.87700000000001,70.031,78.726,66.975,73.90299999999999,31.379,17.102,72.583,77.75,76.924,22.553,76.486,69.299,19.466,66.14,76.301,67.714,31.379,14.742,71.615,65.92699999999999,70.523,74.309,62.416000000000004,17.082,31.379,69.297,75.774,31.379,73.246,64.876,78.179,78.26,68.146,70.99199999999999,79.034,72.535,73.592,72.77,21.039,76.324,75.303,80.368,74.753,70.174,20.549,80.99,79.981,75.063,68.963,67.477,70.885,78.853,69.969,78.389,73.85,81.657,20.455,16.320999999999998,17.933,19.598000000000003,9.318999999999999,18.074,24.231,16.264000000000003,19.094,16.716,17.859,13.869,16.455000000000002,22.778,13.14
17.125999999999998,22.003999999999998,18.837,18.494,26.567999999999998,19.23,30.308,18.782,18.448,26.413,18.597,20.225,19.826,16.912999999999997,16.443,19.914,26.344,19.893,24.337,13.716999999999999,20.895,15.372999999999998,19.637,21.042,17.756999999999998,23.461,19.714,20.08,18.819,11.45,19.556,19.876,17.619999999999997,22.014000000000003,13.437999999999999,14.097999999999999,20.21,24.121,17.45,20.938000000000002,21.786,12.616,26.173000000000002,19.605,16.113999999999997,20.849,20.919,17.598,19.712000000000003,14.966999999999999,23.624,18.795,16.171999999999997,18.536,11.021999999999995,13.442,18.603,16.274,21.573999999999998,23.084,22.044,26.5,13.07,19.764,28.225,15.874000000000002,21.689999999999998,14.271,17.394,17.835,25.2,14.396999999999998,16.661,8.904,19.566,17.533,22.18,22.97,19.035,74.218,77.3,76.773,18.461,75.02799999999999,69.672,76.34100000000001,80.837,21.735999999999997,71.693,69.03800000000001,20.706,74.436,73.968,77.981,61.292,74.678,64.259,72.644,72.70599999999999,59.333,71.958,71.364,72.612,72.484,72.406,31.386,71.191,62.57,71.194,21.504,31.386,76.729,75.19800000000001,64.55199999999999,22.207,76.435,16.82,74.089,73.449,72.78,16.919,72.749,31.386,69.221,78.07300000000001,17.970999999999997,54.760000000000005,69.207,67.636,69.72800000000001,75.24,79.267,64.59299999999999,75.03999999999999,31.386,16.106,74.71600000000001,76.169,75.976,15.5,77.538,69.89099999999999,20.04,57.87,77.468,68.975,31.386,15.363999999999997,75.765,64.524,68.83500000000001,73.761,66.608,18.454,31.386,72.605,81.111,31.386,74.751,61.709,79.042,76.604,67.10900000000001,75.35,79.192,73.119,73.15700000000001,74.044,22.067,75.961,75.818,79.269,74.233,67.174,19.939,80.34,81.821,76.071,70.64099999999999,67.322,72.013,78.85,70.43299999999999,79.137,76.209,83.154,20.32,18.445,20.285,20.158,6.364999999999998,17.911,25.558,13.975000000000001,20.674,16.564,18.02,14.350999999999999,18.120999999999995,23.292,13.34
17.981,22.724,17.85,18.131999999999998,25.586,17.836,30.946,16.504,18.664,26.37,18.326,19.759999999999998,20.551000000000002,21.58,18.371000000000002,22.899,25.386,18.688000000000002,24.232,14.204,19.749000000000002,10.020000000000003,17.271,19.000999999999998,12.067999999999998,23.211,14.179000000000002,18.597,18.433999999999997,16.71,20.378,21.360999999999997,19.81,22.597,7.1370000000000005,14.957999999999998,12.873000000000001,23.047,17.785,22.355,21.975,19.310000000000002,26.424,19.56,15.669999999999998,19.9,21.642,17.996000000000002,20.014,13.213999999999999,23.143,18.298000000000002,18.610999999999997,19.846,10.655999999999999,15.059999999999999,17.058999999999997,10.752000000000002,21.752,23.481,21.713,26.5,8.353000000000002,19.348,29.0,14.951,21.247,15.664000000000001,18.336,17.806,25.253999999999998,15.922,15.517,2.876999999999999,20.04,23.396,21.419,22.022,19.488,72.339,78.819,76.847,16.477999999999998,75.863,71.405,77.422,79.798,19.636000000000003,72.90299999999999,69.911,20.427,73.013,74.743,78.19,61.473,76.715,71.952,73.676,71.59700000000001,55.403999999999996,71.91,67.038,74.133,69.703,70.73599999999999,31.5,69.627,63.173,68.966,22.409,31.5,76.64699999999999,74.416,66.793,22.997,78.989,18.476,71.166,74.051,74.794,18.717000000000002,71.804,31.5,66.264,78.34,15.470000000000002,48.563,63.848,65.95,70.042,76.366,79.187,65.463,70.132,31.5,15.607000000000003,76.658,79.71600000000001,74.935,10.779000000000003,76.45,70.16499999999999,19.587000000000003,52.656000000000006,77.343,71.142,31.5,16.018,74.69800000000001,66.77199999999999,69.275,73.959,73.28,19.931,31.5,72.475,76.114,31.5,73.407,67.369,77.825,78.945,65.502,74.61,78.372,73.153,73.066,73.511,21.369,75.44200000000001,77.913,80.19,73.10300000000001,66.228,20.427999999999997,82.287,82.033,78.568,70.003,67.038,71.076,79.899,71.152,80.594,79.354,83.3,20.582,22.066000000000003,19.105,21.22,7.029999999999998,18.296,25.282,16.734,17.682,16.785,17.259999999999998,16.491,18.533,22.023000000000003,11.561
18.527,22.049,18.821,16.124,26.475,19.644,30.945,17.317,17.506,23.739,19.869999999999997,20.073999999999998,21.731,18.475,18.233,21.496000000000002,26.11,20.285000000000004,24.617,15.795000000000002,20.468,9.724,16.016,18.458,12.434999999999999,23.286,14.205000000000002,20.240000000000002,15.871000000000002,13.405999999999999,21.658,20.752000000000002,20.227,22.157,6.276,14.765,19.749,23.601,18.109,22.542,21.881999999999998,16.454,26.649,20.325,16.619,20.489,21.47,16.481,20.585,14.380000000000003,23.184,20.095999999999997,19.124,19.223,12.329999999999998,14.822999999999997,20.315,10.155000000000001,23.958,21.58,22.203000000000003,26.5,8.686,21.104,29.0,18.649,22.275,15.402999999999999,15.5,14.558,25.323,16.115000000000002,16.505,3.426000000000002,19.479,19.31,22.191,22.598,19.496000000000002,73.315,78.908,77.614,20.064999999999998,77.251,70.932,77.246,80.584,20.43,73.758,68.85,20.92,77.464,74.31700000000001,78.632,61.602000000000004,77.363,68.523,71.93,71.094,76.124,73.815,66.65700000000001,74.052,73.723,71.007,31.5,70.53299999999999,61.835,70.725,21.764000000000003,31.5,77.624,73.25999999999999,65.589,23.53,78.57300000000001,15.919999999999998,73.37100000000001,74.011,76.845,19.494,72.101,31.5,65.09700000000001,75.726,16.982999999999997,54.144000000000005,61.789,68.583,70.119,76.774,79.563,69.291,73.754,31.5,16.511000000000003,75.952,79.97,74.809,10.777000000000001,77.669,67.175,17.212000000000003,51.851,76.202,69.131,31.5,16.089,73.635,67.406,66.498,73.6,69.595,19.997,31.5,72.731,71.089,31.5,74.07900000000001,68.396,78.245,78.913,65.559,75.37100000000001,78.253,71.912,74.12,73.07300000000001,21.796,76.911,76.321,81.116,74.322,68.124,20.804,80.425,81.244,75.34,71.475,67.154,73.06,80.662,70.72200000000001,80.33500000000001,77.156,83.773,20.955,18.652,19.016,20.48,8.274000000000001,19.058999999999997,25.381999999999998,13.875999999999998,21.610999999999997,17.109,18.047,15.656999999999996,17.158,23.442999999999998,15.030000000000001
18.563000000000002,21.244999999999997,15.901,17.996,25.272,20.511,31.0,18.592,17.462,26.518,18.07,19.794,20.057000000000002,15.881999999999998,16.106,17.253999999999998,23.682000000000002,18.519,24.631999999999998,16.534999999999997,19.551000000000002,9.774999999999999,18.544999999999998,17.975,11.384999999999998,23.328,13.720000000000002,21.014,16.921,10.559000000000001,20.121000000000002,21.252000000000002,18.351999999999997,22.523,5.036999999999999,13.093000000000004,16.431,22.926000000000002,18.111,20.659,23.227,12.643999999999998,25.133,19.564999999999998,15.030999999999999,20.977,20.588,13.488,19.764000000000003,14.544,22.957,14.570999999999998,18.543,17.243000000000002,9.847999999999999,13.046000000000003,17.766000000000002,10.736999999999998,21.255,22.753,20.566,26.5,8.171,21.065,28.743,15.547,22.551,13.007000000000001,16.805,12.338999999999999,24.066,15.758000000000003,16.852,2.846,20.395,17.429,22.436,21.887999999999998,17.916999999999998,73.084,78.196,74.906,17.637999999999998,75.946,68.151,74.343,79.89099999999999,20.472,70.93700000000001,68.25,20.14,73.151,74.424,74.029,60.9,72.71600000000001,63.695,71.398,68.53800000000001,78.473,70.638,63.684,73.459,69.075,69.793,31.473,68.64099999999999,61.066,70.455,20.674,31.473,77.09700000000001,68.941,64.43299999999999,22.734,77.457,16.3,73.606,71.34400000000001,72.72200000000001,18.686,69.486,31.473,66.00999999999999,73.001,16.951,50.925999999999995,60.126999999999995,67.82000000000001,67.389,73.398,78.07,65.64699999999999,74.30799999999999,31.473,15.533000000000001,75.11,75.704,75.213,10.258,76.631,69.013,20.073999999999998,51.394,75.31,68.465,31.473,15.443999999999999,71.35499999999999,66.019,66.24,71.733,67.55199999999999,18.243000000000002,31.473,70.826,71.69,31.473,71.43299999999999,64.925,77.209,78.43299999999999,65.286,72.32,78.58,71.268,71.45,73.196,20.775,73.035,72.767,78.15899999999999,70.158,67.52799999999999,21.027,77.043,80.39,76.115,69.42699999999999,67.084,70.19399999999999,77.521,67.212,80.298,75.062,81.33,21.009,18.33,18.493000000000002,20.774,7.5909999999999975,18.966,25.384999999999998,10.807000000000002,18.11,17.137999999999998,17.924,15.911999999999999,17.683999999999997,22.344,14.34
18.987,21.097,18.102,16.024,24.592,20.450000000000003,31.0,17.506,17.712,23.524,19.79,19.671,19.875,15.792000000000002,17.073,19.901000000000003,23.560000000000002,19.566000000000003,23.766,15.087000000000003,19.4,10.344000000000001,19.174999999999997,17.805,11.785999999999998,22.451,14.347999999999999,19.537,14.690000000000001,12.133,19.027,20.34,17.147,22.583,6.546000000000003,13.544,16.985,22.869999999999997,18.264,20.13,22.926000000000002,17.935000000000002,25.355,18.423000000000002,15.097999999999999,20.252000000000002,21.064999999999998,15.673000000000002,20.331,12.91,22.603,13.594000000000001,19.976,19.42,8.815000000000001,15.450000000000003,19.279,11.060999999999996,22.889,21.261,20.872,26.5,8.349999999999998,20.097,28.291,15.974,21.703,14.533999999999999,15.422,13.518,24.534,13.912999999999997,16.355,2.9860000000000007,20.611,20.297,22.067,22.209,17.348999999999997,72.319,79.281,73.711,18.01,75.081,69.987,76.05,79.664,21.511,70.675,68.91499999999999,19.624000000000002,74.525,72.545,76.501,62.15,74.05199999999999,67.888,70.62,69.449,73.427,72.59100000000001,64.90899999999999,73.244,70.80699999999999,72.539,31.5,68.985,62.623,70.666,19.828,31.5,76.823,72.57,63.275999999999996,21.666,75.744,17.614,73.228,72.322,71.738,17.838,64.648,31.5,69.77799999999999,73.199,12.642999999999997,51.06099999999999,60.175000000000004,67.862,66.75200000000001,74.057,78.457,54.53,71.143,31.5,16.253,75.12299999999999,77.814,73.158,10.107,78.077,67.40299999999999,18.172000000000004,51.295,76.81700000000001,69.48599999999999,31.5,15.707999999999998,73.587,65.49199999999999,67.131,72.389,69.339,18.337,31.5,71.049,73.751,31.5,71.223,64.075,77.96000000000001,77.89099999999999,66.148,73.093,76.79,71.998,70.95,71.86,21.025,75.39,74.20100000000001,79.4,72.842,68.515,21.027,78.94,81.403,75.42099999999999,68.756,67.243,71.437,76.099,69.925,78.676,74.76400000000001,81.647,20.963,17.675,19.302,20.264000000000003,8.633,18.451,24.802,16.733,19.573999999999998,17.264,17.148,15.978000000000002,17.901,21.837,10.048000000000002
